Name,Men,Women,Total
Weshley,12,0,12
Widya,3,11,14
Wiegerina,0,12,12
Wieka,0,12,12
Wiepje,0,12,12
Wiggertje,0,12,12
Wijaya,11,3,14
Wikaash,12,0,12
Wilda,0,12,12
Wilfride,3,11,14
Willibalda,0,12,12
Williebrordus,12,0,12
Willien,0,12,12
Wilmke,0,12,12
Wils,10,3,13
Wimco,12,0,12
Winish,12,0,12
Winoa,0,12,12
Wirish,12,0,12
Wiskje,0,12,12
Wissale,0,12,12
Wolff,11,3,14
Wolterien,0,12,12
Woutherius,12,0,12
Wyanne,0,12,12
Wybke,3,9,12
Wynonna,0,12,12
Waalliena,0,11,11
Wahe,10,3,13
Walbertus,11,0,11
Waltrude,0,11,11
Waltruida,0,11,11
WAM,6,5,11
Wandelina,0,11,11
Wanna,0,11,11
Wartan,8,3,11
Wasili,10,3,13
Wefers,9,3,12
Weijntje,0,11,11
Wencelaus,11,0,11
Wendolyn,0,11,11
Wennemar,11,0,11
Wensel,11,0,11
Westley,11,0,11
Wiame,0,11,11
Wianna,0,11,11
Wibbegien,0,11,11
Wibien,0,11,11
Wichal,11,0,11
Wiebrich,0,11,11
Wigerdina,0,11,11
Wigo,11,0,11
Wijnandes,11,0,11
Wijndel,11,0,11
Wijnko,11,0,11
Wilburt,11,0,11
Wilène,0,11,11
Wilhelmia,0,11,11
Wilhermina,0,11,11
Willem-Arie,11,0,11
Willem-Peter,11,0,11
Williana,0,11,11
Wilroy,11,0,11
Winni,0,11,11
Wira,3,8,11
Withley,3,10,13
Wobbegiena,0,11,11
Wobbegje,0,11,11
Woudine,0,11,11
Woutéra,0,11,11
Wridzer,11,0,11
Wyna,0,11,11
Wynton,11,0,11
Waginem,0,10,10
Wahyu,7,3,10
Waldine,0,10,10
Walenty,10,0,10
Walker,10,0,10
Walli,3,8,11
Walradus,10,0,10
Wandhana,0,10,10
Wanya,6,3,9
Wardi,7,3,10
Wares,10,0,10
Warnarda,0,10,10
Washington,10,0,10
Wealtje,10,0,10
